text_input,palette,palette_lab,palette_lab_reorder
"['sinister', 'rainbow']","[(105, 16, 16), (160, 161, 29), (21, 141, 35), (44, 24, 109), (88, 26, 131)]","[[55, 166, 153], [164, 113, 190], [130, 76, 173], [43, 162, 82], [64, 174, 82]]","[[43, 162, 82], [55, 166, 153], [64, 174, 82], [130, 76, 173], [164, 113, 190]]"
"['nightmare', 'in', 'purple']","[(104, 75, 141), (107, 94, 139), (60, 30, 81), (129, 116, 184), (100, 57, 146)]","[[96, 155, 96], [109, 143, 105], [45, 153, 102], [134, 148, 94], [85, 165, 86]]","[[45, 153, 102], [85, 165, 86], [96, 155, 96], [109, 143, 105], [134, 148, 94]]"
"['pale', 'skies']","[(255, 227, 227), (255, 253, 218), (224, 255, 220), (204, 255, 246), (222, 221, 255)]","[[236, 138, 132], [252, 123, 145], [247, 112, 141], [246, 110, 127], [227, 135, 112]]","[[227, 135, 112], [236, 138, 132], [246, 110, 127], [247, 112, 141], [252, 123, 145]]"
"['inspired', 'by', 'the', 'sea']","[(255, 255, 255), (0, 0, 0), (211, 211, 211), (102, 178, 178), (0, 59, 111)]","[[255, 128, 128], [0, 128, 128], [216, 128, 128], [173, 105, 121], [63, 133, 93]]","[[0, 128, 128], [63, 133, 93], [173, 105, 121], [216, 128, 128], [255, 128, 128]]"
"['spring', 'cottage']","[(170, 243, 166), (51, 204, 102), (205, 167, 211), (162, 146, 118), (255, 240, 123)]","[[228, 91, 158], [186, 67, 168], [186, 150, 111], [156, 129, 145], [239, 118, 186]]","[[156, 129, 145], [186, 67, 168], [186, 150, 111], [228, 91, 158], [239, 118, 186]]"
"['teal', 'one']","[(208, 234, 241), (90, 181, 207), (20, 150, 187), (81, 172, 198), (15, 109, 136)]","[[232, 121, 122], [177, 108, 107], [147, 109, 100], [168, 109, 107], [108, 113, 106]]","[[108, 113, 106], [147, 109, 100], [168, 109, 107], [177, 108, 107], [232, 121, 122]]"
"['winter', 'stuff']","[(214, 255, 246), (222, 255, 246), (211, 255, 247), (221, 255, 247), (231, 255, 254)]","[[247, 113, 128], [249, 116, 129], [247, 112, 127], [249, 116, 128], [251, 120, 126]]","[[247, 112, 127], [247, 113, 128], [249, 116, 128], [249, 116, 129], [251, 120, 126]]"
"['in', 'the', 'middle', 'of', 'summer']","[(188, 255, 177), (177, 255, 153), (255, 157, 157), (255, 124, 124), (56, 53, 53)]","[[240, 93, 159], [237, 86, 169], [190, 164, 144], [172, 178, 152], [57, 129, 128]]","[[57, 129, 128], [172, 178, 152], [190, 164, 144], [237, 86, 169], [240, 93, 159]]"
"['fizzy', 'orange', 'soda']","[(230, 246, 93), (249, 251, 70), (255, 220, 75), (244, 198, 55), (251, 184, 101)]","[[238, 103, 197], [244, 107, 209], [225, 125, 200], [209, 131, 200], [203, 144, 179]]","[[203, 144, 179], [209, 131, 200], [225, 125, 200], [238, 103, 197], [244, 107, 209]]"
"['mint', 'emile']","[(122, 255, 124), (137, 251, 139), (159, 255, 160), (174, 255, 174), (186, 255, 186)]","[[230, 66, 179], [229, 74, 172], [235, 81, 165], [238, 88, 159], [240, 94, 154]]","[[229, 74, 172], [230, 66, 179], [235, 81, 165], [238, 88, 159], [240, 94, 154]]"
"['blue', 'raspberry', 'snowflake']","[(52, 182, 193), (54, 214, 194), (94, 205, 208), (53, 204, 216), (56, 238, 233)]","[[174, 98, 112], [198, 83, 126], [195, 97, 117], [192, 94, 111], [219, 84, 118]]","[[174, 98, 112], [192, 94, 111], [195, 97, 117], [198, 83, 126], [219, 84, 118]]"
"['olivia', 'ocean']","[(103, 255, 243), (124, 255, 245), (154, 255, 247), (185, 253, 247), (219, 255, 252)]","[[235, 85, 122], [237, 89, 122], [240, 97, 123], [242, 106, 124], [249, 116, 126]]","[[235, 85, 122], [237, 89, 122], [240, 97, 123], [242, 106, 124], [249, 116, 126]]"
"['mint', 'icebreakers']","[(178, 204, 255), (184, 208, 255), (189, 211, 255), (193, 214, 255), (206, 222, 255)]","[[209, 131, 100], [212, 130, 102], [215, 130, 104], [218, 130, 106], [225, 129, 110]]","[[209, 131, 100], [212, 130, 102], [215, 130, 104], [218, 130, 106], [225, 129, 110]]"
"['blue', 'with', 'an', 'olive']","[(148, 153, 99), (212, 182, 181), (217, 236, 255), (153, 179, 204), (83, 106, 127)]","[[157, 117, 156], [195, 139, 132], [236, 125, 117], [183, 125, 112], [112, 125, 114]]","[[112, 125, 114], [157, 117, 156], [183, 125, 112], [195, 139, 132], [236, 125, 117]]"
"['muted', 'sux']","[(254, 213, 213), (254, 227, 187), (187, 226, 254), (203, 203, 129), (113, 151, 177)]","[[226, 142, 133], [233, 131, 151], [224, 121, 110], [204, 117, 165], [155, 122, 110]]","[[155, 122, 110], [204, 117, 165], [224, 121, 110], [226, 142, 133], [233, 131, 151]]"
['teal'],"[(105, 198, 229), (129, 160, 170), (70, 132, 153), (174, 215, 229), (47, 88, 102)]","[[192, 109, 104], [163, 120, 119], [132, 114, 111], [213, 118, 117], [89, 118, 116]]","[[89, 118, 116], [132, 114, 111], [163, 120, 119], [192, 109, 104], [213, 118, 117]]"
"['rotten', 'sage']","[(238, 226, 219), (208, 202, 196), (168, 176, 127), (126, 8, 26), (43, 36, 28)]","[[231, 131, 133], [208, 129, 132], [179, 117, 152], [66, 175, 153], [38, 130, 135]]","[[38, 130, 135], [66, 175, 153], [179, 117, 152], [208, 129, 132], [231, 131, 133]]"
"['scarlet', 'sapphire']","[(255, 0, 0), (108, 13, 13), (64, 0, 115), (3, 0, 126), (0, 69, 255)]","[[136, 208, 195], [56, 168, 156], [44, 175, 79], [33, 175, 64], [103, 183, 34]]","[[33, 175, 64], [44, 175, 79], [56, 168, 156], [103, 183, 34], [136, 208, 195]]"
"['summer', 'ice', 'cream']","[(154, 255, 247), (162, 255, 89), (253, 255, 70), (255, 159, 159), (161, 105, 58)]","[[240, 97, 123], [234, 74, 196], [248, 107, 210], [192, 164, 143], [126, 146, 163]]","[[126, 146, 163], [192, 164, 143], [234, 74, 196], [240, 97, 123], [248, 107, 210]]"
"['spring', 'woods']","[(133, 95, 48), (223, 157, 89), (211, 255, 113), (255, 198, 198), (255, 101, 101)]","[[111, 138, 161], [178, 146, 173], [241, 93, 190], [216, 148, 136], [160, 187, 159]]","[[111, 138, 161], [160, 187, 159], [178, 146, 173], [216, 148, 136], [241, 93, 190]]"
"['losing', 'me']","[(51, 161, 209), (71, 96, 128), (74, 112, 159), (56, 134, 201), (48, 114, 203)]","[[159, 113, 95], [102, 128, 107], [118, 129, 99], [138, 126, 86], [123, 138, 76]]","[[102, 128, 107], [118, 129, 99], [123, 138, 76], [138, 126, 86], [159, 113, 95]]"
"['bright', 'toy']","[(11, 194, 222), (175, 225, 0), (242, 24, 144), (245, 245, 245), (51, 51, 51)]","[[184, 98, 103], [213, 88, 210], [137, 209, 120], [246, 128, 128], [54, 128, 128]]","[[54, 128, 128], [137, 209, 120], [184, 98, 103], [213, 88, 210], [246, 128, 128]]"
['iconic'],"[(255, 201, 0), (51, 205, 95), (136, 106, 234), (56, 126, 245), (239, 71, 58)]","[[213, 133, 213], [186, 66, 171], [136, 170, 67], [139, 147, 62], [141, 191, 173]]","[[136, 170, 67], [139, 147, 62], [141, 191, 173], [186, 66, 171], [213, 133, 213]]"
"['s', 'bedroom']","[(248, 220, 255), (255, 175, 234), (249, 249, 249), (157, 255, 236), (219, 173, 255)]","[[232, 144, 115], [206, 166, 110], [250, 128, 128], [239, 95, 128], [197, 160, 94]]","[[197, 160, 94], [206, 166, 110], [232, 144, 115], [239, 95, 128], [250, 128, 128]]"
"['storms', 'at', 'night']","[(17, 16, 18), (27, 26, 28), (42, 39, 43), (67, 63, 69), (196, 255, 239)]","[[12, 129, 127], [24, 129, 127], [41, 130, 126], [69, 131, 125], [244, 106, 130]]","[[12, 129, 127], [24, 129, 127], [41, 130, 126], [69, 131, 125], [244, 106, 130]]"
"['club', 'paradise']","[(142, 21, 21), (166, 24, 24), (190, 28, 28), (214, 31, 31), (238, 35, 35)]","[[77, 176, 162], [91, 183, 167], [105, 189, 171], [118, 195, 176], [131, 200, 181]]","[[77, 176, 162], [91, 183, 167], [105, 189, 171], [118, 195, 176], [131, 200, 181]]"
"['secret', 'for', 'the', 'mad']","[(36, 22, 99), (13, 42, 103), (39, 1, 79), (8, 56, 137), (2, 0, 47)]","[[37, 158, 85], [48, 143, 89], [23, 163, 89], [66, 147, 79], [5, 142, 101]]","[[5, 142, 101], [23, 163, 89], [37, 158, 85], [48, 143, 89], [66, 147, 79]]"
"['calm', 'in', 'nature']","[(148, 163, 182), (182, 167, 148), (163, 182, 148), (215, 230, 202), (202, 215, 230)]","[[169, 127, 116], [177, 130, 140], [183, 115, 143], [228, 118, 140], [218, 127, 119]]","[[169, 127, 116], [177, 130, 140], [183, 115, 143], [218, 127, 119], [228, 118, 140]]"
"['vintage', 'perfection']","[(142, 114, 120), (214, 162, 115), (105, 70, 56), (124, 84, 87), (163, 113, 95)]","[[130, 140, 129], [180, 141, 160], [85, 141, 143], [102, 145, 133], [133, 145, 146]]","[[85, 141, 143], [102, 145, 133], [130, 140, 129], [133, 145, 146], [180, 141, 160]]"
['lemon'],"[(246, 255, 106), (255, 248, 97), (232, 253, 66), (227, 229, 16), (178, 225, 0)]","[[247, 106, 196], [244, 113, 199], [242, 99, 209], [225, 107, 214], [213, 89, 210]]","[[213, 89, 210], [225, 107, 214], [242, 99, 209], [244, 113, 199], [247, 106, 196]]"
"['wolf', 'and', 'woman']","[(167, 62, 66), (195, 117, 103), (131, 128, 97), (142, 154, 149), (227, 227, 227)]","[[105, 172, 149], [146, 157, 149], [135, 124, 145], [159, 123, 129], [230, 128, 128]]","[[105, 172, 149], [135, 124, 145], [146, 157, 149], [159, 123, 129], [230, 128, 128]]"
"['neutral', 'green']","[(206, 210, 186), (171, 189, 154), (139, 154, 113), (133, 141, 111), (144, 152, 125)]","[[212, 122, 139], [190, 115, 144], [157, 115, 148], [146, 120, 143], [157, 120, 141]]","[[146, 120, 143], [157, 115, 148], [157, 120, 141], [190, 115, 144], [212, 122, 139]]"
['stimulation'],"[(217, 0, 87), (240, 197, 93), (239, 124, 41), (48, 180, 201), (0, 162, 139)]","[[118, 201, 144], [208, 132, 185], [163, 167, 189], [172, 100, 107], [152, 87, 130]]","[[118, 201, 144], [152, 87, 130], [163, 167, 189], [172, 100, 107], [208, 132, 185]]"
"['purple', 'and', 'pink']","[(73, 0, 255), (137, 0, 255), (163, 0, 255), (201, 0, 255), (227, 0, 255)]","[[90, 208, 25], [107, 212, 37], [116, 214, 43], [131, 219, 52], [142, 222, 59]]","[[90, 208, 25], [107, 212, 37], [116, 214, 43], [131, 219, 52], [142, 222, 59]]"
['golds'],"[(216, 183, 75), (194, 164, 67), (212, 175, 55), (212, 180, 47), (170, 170, 170)]","[[192, 128, 186], [174, 128, 181], [186, 129, 191], [189, 126, 195], [178, 128, 128]]","[[174, 128, 181], [178, 128, 128], [186, 129, 191], [189, 126, 195], [192, 128, 186]]"
"['the', 'real', 'mario']","[(255, 0, 0), (0, 146, 255), (77, 33, 33), (49, 22, 22), (255, 244, 0)]","[[136, 208, 195], [152, 136, 65], [49, 149, 138], [28, 142, 134], [240, 112, 220]]","[[28, 142, 134], [49, 149, 138], [136, 208, 195], [152, 136, 65], [240, 112, 220]]"
['candycorn'],"[(227, 218, 0), (221, 53, 11), (221, 53, 11), (223, 148, 4), (253, 253, 217)]","[[217, 113, 213], [126, 191, 187], [126, 191, 187], [171, 147, 199], [251, 122, 145]]","[[126, 191, 187], [126, 191, 187], [171, 147, 199], [217, 113, 213], [251, 122, 145]]"
['forest'],"[(2, 126, 36), (53, 167, 7), (84, 255, 69), (30, 206, 24), (9, 255, 0)]","[[117, 79, 167], [154, 71, 188], [227, 52, 200], [185, 57, 196], [224, 42, 211]]","[[117, 79, 167], [154, 71, 188], [185, 57, 196], [224, 42, 211], [227, 52, 200]]"
"['light', 'blue', 'tropical', 'ocean']","[(114, 237, 255), (69, 255, 241), (73, 232, 255), (2, 255, 236), (45, 229, 255)]","[[224, 99, 109], [233, 80, 121], [217, 95, 105], [231, 75, 123], [214, 93, 103]]","[[214, 93, 103], [217, 95, 105], [224, 99, 109], [231, 75, 123], [233, 80, 121]]"
"['pretty', 'blushes']","[(255, 144, 233), (255, 90, 231), (255, 36, 235), (255, 60, 178), (255, 0, 206)]","[[189, 182, 101], [166, 205, 88], [154, 220, 78], [152, 208, 110], [147, 220, 91]]","[[147, 220, 91], [152, 208, 110], [154, 220, 78], [166, 205, 88], [189, 182, 101]]"
['swans'],"[(255, 255, 255), (255, 129, 0), (15, 2, 2), (212, 205, 205), (69, 36, 36)]","[[255, 128, 128], [171, 170, 202], [3, 132, 129], [212, 130, 129], [47, 144, 135]]","[[3, 132, 129], [47, 144, 135], [171, 170, 202], [212, 130, 129], [255, 128, 128]]"
"['royal', 'purples']","[(237, 144, 255), (237, 86, 255), (227, 74, 221), (201, 29, 212), (153, 19, 189)]","[[186, 180, 87], [161, 206, 72], [149, 203, 83], [126, 209, 74], [101, 199, 70]]","[[101, 199, 70], [126, 209, 74], [149, 203, 83], [161, 206, 72], [186, 180, 87]]"
"['dreamy', 'sea']","[(84, 225, 255), (135, 185, 255), (143, 133, 255), (79, 100, 255), (31, 24, 255)]","[[213, 99, 102], [189, 130, 88], [157, 161, 68], [126, 170, 49], [88, 203, 24]]","[[88, 203, 24], [126, 170, 49], [157, 161, 68], [189, 130, 88], [213, 99, 102]]"
"['bright', 'forest']","[(138, 255, 79), (60, 255, 63), (47, 255, 0), (0, 234, 51), (0, 186, 13)]","[[231, 66, 198], [225, 48, 201], [224, 44, 212], [207, 49, 197], [168, 60, 192]]","[[168, 60, 192], [207, 49, 197], [224, 44, 212], [225, 48, 201], [231, 66, 198]]"
"['orange', 'foods']","[(255, 191, 126), (255, 186, 101), (255, 180, 64), (255, 161, 17), (219, 132, 0)]","[[209, 144, 170], [205, 144, 180], [200, 145, 195], [189, 154, 204], [161, 154, 197]]","[[161, 154, 197], [189, 154, 204], [200, 145, 195], [205, 144, 180], [209, 144, 170]]"
"['blushing', 'reds']","[(255, 133, 133), (255, 71, 71), (255, 0, 0), (227, 0, 0), (186, 0, 0)]","[[177, 174, 149], [149, 197, 170], [136, 208, 195], [121, 201, 190], [98, 191, 181]]","[[98, 191, 181], [121, 201, 190], [136, 208, 195], [149, 197, 170], [177, 174, 149]]"
"['made', 'to', 'shine']","[(255, 252, 180), (255, 250, 137), (255, 248, 99), (255, 238, 71), (255, 225, 47)]","[[249, 118, 163], [246, 115, 182], [244, 113, 198], [237, 116, 206], [228, 122, 210]]","[[228, 122, 210], [237, 116, 206], [244, 113, 198], [246, 115, 182], [249, 118, 163]]"
"['the', 'spicy']","[(255, 0, 0), (255, 141, 64), (255, 141, 0), (240, 255, 0), (219, 209, 0)]","[[136, 208, 195], [178, 166, 186], [178, 164, 204], [245, 100, 221], [210, 114, 210]]","[[136, 208, 195], [178, 164, 204], [178, 166, 186], [210, 114, 210], [245, 100, 221]]"
"['purple', 'purgatory']","[(87, 75, 93), (49, 42, 52), (28, 21, 32), (24, 13, 28), (18, 7, 23)]","[[86, 137, 119], [46, 134, 123], [20, 134, 122], [13, 136, 120], [8, 134, 121]]","[[8, 134, 121], [13, 136, 120], [20, 134, 122], [46, 134, 123], [86, 137, 119]]"
"['darks', 'for', 'kapela']","[(24, 18, 85), (38, 48, 79), (38, 48, 79), (47, 44, 77), (16, 28, 78)]","[[28, 154, 89], [52, 134, 108], [52, 134, 108], [51, 139, 108], [32, 143, 96]]","[[28, 154, 89], [32, 143, 96], [51, 139, 108], [52, 134, 108], [52, 134, 108]]"
"['pink', 'shades']","[(255, 222, 237), (249, 79, 138), (249, 79, 138), (255, 0, 112), (255, 0, 141)]","[[233, 142, 125], [152, 196, 133], [152, 196, 133], [139, 211, 141], [141, 214, 125]]","[[139, 211, 141], [141, 214, 125], [152, 196, 133], [152, 196, 133], [233, 142, 125]]"
"['ominous', 'oranges']","[(246, 146, 62), (244, 144, 18), (246, 130, 12), (236, 126, 14), (223, 116, 7)]","[[178, 159, 186], [176, 158, 200], [169, 166, 199], [163, 164, 197], [153, 164, 194]]","[[153, 164, 194], [163, 164, 197], [169, 166, 199], [176, 158, 200], [178, 159, 186]]"
"['grainy', 'greys']","[(229, 218, 218), (197, 192, 192), (189, 177, 177), (176, 171, 171), (141, 138, 138)]","[[224, 132, 129], [199, 130, 129], [187, 132, 130], [179, 130, 129], [147, 129, 128]]","[[147, 129, 128], [179, 130, 129], [187, 132, 130], [199, 130, 129], [224, 132, 129]]"
"['yeety', 'yellows']","[(255, 238, 73), (255, 233, 17), (208, 200, 23), (195, 188, 25), (183, 184, 22)]","[[237, 116, 205], [233, 117, 217], [201, 114, 205], [190, 114, 201], [185, 111, 199]]","[[185, 111, 199], [190, 114, 201], [201, 114, 205], [233, 117, 217], [237, 116, 205]]"
"['illusion', 'green']","[(26, 255, 41), (58, 255, 71), (97, 251, 107), (130, 253, 138), (161, 255, 167)]","[[224, 44, 206], [225, 48, 198], [225, 60, 184], [230, 71, 173], [236, 83, 161]]","[[224, 44, 206], [225, 48, 198], [225, 60, 184], [230, 71, 173], [236, 83, 161]]"
"['beautiful', 'greens']","[(143, 255, 99), (129, 231, 64), (142, 231, 37), (109, 199, 23), (59, 150, 38)]","[[232, 69, 191], [212, 71, 196], [213, 74, 204], [184, 75, 197], [140, 80, 176]]","[[140, 80, 176], [184, 75, 197], [212, 71, 196], [213, 74, 204], [232, 69, 191]]"
"['insulinmore', 'bright']","[(203, 203, 203), (227, 144, 68), (181, 115, 54), (136, 86, 40), (170, 170, 170)]","[[208, 128, 128], [171, 153, 180], [139, 149, 171], [105, 144, 163], [178, 128, 128]]","[[105, 144, 163], [139, 149, 171], [171, 153, 180], [178, 128, 128], [208, 128, 128]]"
['warm'],"[(201, 78, 78), (201, 121, 78), (201, 153, 78), (201, 183, 78), (194, 201, 78)]","[[127, 177, 154], [150, 155, 165], [169, 138, 174], [189, 122, 182], [200, 110, 187]]","[[127, 177, 154], [150, 155, 165], [169, 138, 174], [189, 122, 182], [200, 110, 187]]"
"['sunday', 'hangover']","[(0, 0, 0), (17, 10, 3), (36, 17, 1), (66, 41, 8), (86, 53, 4)]","[[0, 128, 128], [8, 129, 131], [18, 136, 138], [49, 136, 152], [65, 139, 161]]","[[0, 128, 128], [8, 129, 131], [18, 136, 138], [49, 136, 152], [65, 139, 161]]"
"['gryffindor', 'house']","[(249, 19, 19), (234, 0, 0), (253, 234, 44), (105, 42, 0), (135, 64, 16)]","[[134, 205, 189], [125, 203, 191], [234, 116, 212], [66, 154, 165], [91, 155, 168]]","[[66, 154, 165], [91, 155, 168], [125, 203, 191], [134, 205, 189], [234, 116, 212]]"
"['christmas', 'wonder']","[(201, 175, 66), (242, 232, 232), (148, 19, 19), (18, 77, 19), (4, 4, 4)]","[[183, 125, 185], [237, 131, 129], [80, 179, 164], [72, 96, 156], [3, 128, 128]]","[[3, 128, 128], [72, 96, 156], [80, 179, 164], [183, 125, 185], [237, 131, 129]]"
"['wool', 'reds']","[(56, 16, 16), (99, 29, 29), (88, 37, 37), (101, 18, 27), (114, 1, 1)]","[[28, 148, 138], [57, 160, 146], [56, 152, 139], [54, 165, 146], [57, 172, 161]]","[[28, 148, 138], [54, 165, 146], [56, 152, 139], [57, 160, 146], [57, 172, 161]]"
"['pastel', 'purple']","[(199, 198, 242), (181, 195, 225), (178, 178, 210), (166, 158, 193), (153, 159, 191)]","[[207, 137, 106], [201, 129, 111], [187, 134, 112], [170, 138, 111], [168, 133, 111]]","[[168, 133, 111], [170, 138, 111], [187, 134, 112], [201, 129, 111], [207, 137, 106]]"
"['dusty', 'purple']","[(232, 203, 224), (168, 100, 135), (151, 113, 115), (112, 75, 91), (79, 48, 64)]","[[216, 142, 121], [130, 160, 120], [131, 143, 133], [93, 146, 125], [62, 145, 124]]","[[62, 145, 124], [93, 146, 125], [130, 160, 120], [131, 143, 133], [216, 142, 121]]"
['greek'],"[(115, 195, 219), (238, 237, 227), (35, 107, 80), (62, 89, 137), (219, 206, 83)]","[[190, 110, 108], [239, 127, 133], [103, 99, 137], [96, 133, 98], [208, 118, 189]]","[[96, 133, 98], [103, 99, 137], [190, 110, 108], [208, 118, 189], [239, 127, 133]]"
"['new', 'england', 'harbor']","[(238, 216, 214), (172, 98, 100), (154, 180, 204), (190, 208, 219), (231, 232, 237)]","[[224, 135, 132], [128, 158, 140], [184, 124, 113], [210, 124, 120], [235, 129, 125]]","[[128, 158, 140], [184, 124, 113], [210, 124, 120], [224, 135, 132], [235, 129, 125]]"
"['purple', 'rosey', 'by', 'disney']","[(246, 234, 252), (222, 182, 238), (220, 129, 255), (192, 117, 228), (206, 79, 255)]","[[240, 135, 121], [202, 152, 106], [174, 183, 79], [156, 176, 83], [148, 203, 63]]","[[148, 203, 63], [156, 176, 83], [174, 183, 79], [202, 152, 106], [240, 135, 121]]"
"['leaves', 'on', 'the', 'floor']","[(104, 164, 110), (107, 164, 104), (119, 164, 104), (137, 164, 104), (156, 164, 104)]","[[159, 97, 150], [159, 97, 153], [160, 101, 154], [163, 108, 156], [167, 115, 158]]","[[159, 97, 150], [159, 97, 153], [160, 101, 154], [163, 108, 156], [167, 115, 158]]"
['primary'],"[(108, 8, 109), (29, 97, 174), (49, 154, 45), (201, 16, 16), (242, 208, 66)]","[[64, 179, 96], [105, 136, 81], [143, 77, 174], [108, 193, 179], [215, 126, 199]]","[[64, 179, 96], [105, 136, 81], [108, 193, 179], [143, 77, 174], [215, 126, 199]]"
"['neon', 'pole']","[(235, 95, 180), (228, 106, 229), (185, 127, 226), (129, 173, 252), (100, 218, 255)]","[[155, 191, 110], [162, 191, 87], [159, 168, 86], [180, 134, 84], [209, 105, 100]]","[[155, 191, 110], [159, 168, 86], [162, 191, 87], [180, 134, 84], [209, 105, 100]]"
['ashy'],"[(174, 156, 156), (144, 161, 163), (151, 165, 133), (206, 201, 161), (148, 169, 159)]","[[168, 135, 130], [166, 122, 125], [168, 117, 143], [205, 123, 149], [172, 119, 131]]","[[166, 122, 125], [168, 117, 143], [168, 135, 130], [172, 119, 131], [205, 123, 149]]"
"['red', 'black']","[(242, 242, 242), (191, 111, 111), (187, 187, 187), (164, 50, 50), (37, 37, 37)]","[[244, 128, 128], [142, 160, 142], [193, 128, 128], [98, 175, 155], [37, 128, 128]]","[[37, 128, 128], [98, 175, 155], [142, 160, 142], [193, 128, 128], [244, 128, 128]]"
"['summer', 'blues', 'and', 'stuff']","[(255, 231, 0), (0, 255, 94), (16, 197, 236), (0, 56, 255), (70, 0, 244)]","[[232, 118, 218], [225, 47, 189], [188, 101, 97], [97, 190, 30], [86, 206, 29]]","[[86, 206, 29], [97, 190, 30], [188, 101, 97], [225, 47, 189], [232, 118, 218]]"
"['winter', 'browns']","[(255, 255, 255), (189, 159, 114), (139, 106, 55), (73, 48, 10), (0, 0, 0)]","[[255, 128, 128], [171, 133, 156], [120, 135, 161], [56, 135, 155], [0, 128, 128]]","[[0, 128, 128], [56, 135, 155], [120, 135, 161], [171, 133, 156], [255, 128, 128]]"
"['spring', 'and', 'stuff']","[(255, 51, 0), (227, 255, 0), (0, 255, 17), (0, 210, 255), (255, 0, 231)]","[[142, 201, 196], [243, 95, 220], [224, 42, 210], [199, 101, 94], [150, 223, 78]]","[[142, 201, 196], [150, 223, 78], [199, 101, 94], [224, 42, 210], [243, 95, 220]]"
"['voice', 'for', 'the', 'ocean']","[(23, 97, 199), (13, 90, 148), (70, 162, 197), (43, 148, 163), (75, 188, 212)]","[[108, 145, 69], [94, 129, 90], [160, 112, 102], [144, 104, 112], [181, 104, 106]]","[[94, 129, 90], [108, 145, 69], [144, 104, 112], [160, 112, 102], [181, 104, 106]]"
['procrastination'],"[(7, 0, 54), (5, 35, 49), (6, 56, 27), (16, 64, 12), (58, 64, 7)]","[[7, 147, 97], [31, 123, 116], [51, 104, 142], [59, 100, 154], [65, 117, 159]]","[[7, 147, 97], [31, 123, 116], [51, 104, 142], [59, 100, 154], [65, 117, 159]]"
"['october', 'leaves']","[(79, 28, 0), (116, 53, 0), (152, 69, 0), (182, 92, 0), (212, 107, 0)]","[[46, 150, 155], [77, 153, 169], [101, 160, 178], [125, 160, 186], [144, 164, 193]]","[[46, 150, 155], [77, 153, 169], [101, 160, 178], [125, 160, 186], [144, 164, 193]]"
"['strawberries', 'and', 'pumpkins']","[(255, 124, 76), (255, 157, 121), (255, 215, 201), (255, 107, 137), (255, 214, 223)]","[[170, 175, 177], [189, 161, 162], [227, 140, 140], [165, 187, 141], [228, 144, 129]]","[[165, 187, 141], [170, 175, 177], [189, 161, 162], [227, 140, 140], [228, 144, 129]]"
"['blues', 'and', 'greens']","[(224, 234, 169), (194, 213, 74), (171, 216, 216), (52, 195, 185), (155, 56, 189)]","[[231, 114, 159], [208, 104, 192], [212, 113, 123], [183, 89, 122], [111, 188, 77]]","[[111, 188, 77], [183, 89, 122], [208, 104, 192], [212, 113, 123], [231, 114, 159]]"
"['raines', 'baby', 'shower']","[(238, 238, 238), (209, 239, 228), (248, 171, 153), (187, 187, 187), (249, 232, 232)]","[[240, 128, 128], [235, 116, 130], [196, 154, 149], [193, 128, 128], [238, 134, 130]]","[[193, 128, 128], [196, 154, 149], [235, 116, 130], [238, 134, 130], [240, 128, 128]]"
"['muted', 'surprise']","[(244, 243, 236), (236, 233, 222), (213, 223, 216), (166, 253, 255), (135, 55, 120)]","[[244, 127, 131], [235, 127, 134], [224, 123, 130], [240, 102, 119], [93, 171, 107]]","[[93, 171, 107], [224, 123, 130], [235, 127, 134], [240, 102, 119], [244, 127, 131]]"
"['the', 'chill', 'strawberry']","[(255, 255, 255), (255, 242, 236), (255, 232, 222), (255, 203, 203), (249, 132, 173)]","[[255, 128, 128], [246, 131, 132], [239, 134, 136], [220, 146, 135], [177, 177, 127]]","[[177, 177, 127], [220, 146, 135], [239, 134, 136], [246, 131, 132], [255, 128, 128]]"
"['earthy', 'skies']","[(245, 255, 255), (174, 241, 255), (119, 190, 234), (64, 42, 33), (0, 0, 0)]","[[253, 125, 127], [233, 110, 115], [189, 118, 99], [50, 137, 138], [0, 128, 128]]","[[0, 128, 128], [50, 137, 138], [189, 118, 99], [233, 110, 115], [253, 125, 127]]"
"['misty', 'dreams']","[(167, 185, 255), (184, 184, 255), (208, 193, 255), (222, 189, 255), (238, 186, 255)]","[[194, 138, 91], [197, 143, 93], [207, 145, 99], [207, 152, 100], [209, 158, 101]]","[[194, 138, 91], [197, 143, 93], [207, 145, 99], [207, 152, 100], [209, 158, 101]]"
"['avenging', 'widow']","[(11, 15, 20), (59, 62, 66), (176, 177, 179), (255, 255, 255), (204, 28, 18)]","[[11, 128, 125], [66, 128, 125], [184, 128, 127], [255, 128, 128], [112, 192, 179]]","[[11, 128, 125], [66, 128, 125], [112, 192, 179], [184, 128, 127], [255, 128, 128]]"
['insurrection'],"[(236, 204, 132), (176, 96, 29), (164, 56, 34), (121, 120, 32), (121, 85, 29)]","[[212, 130, 168], [125, 156, 177], [100, 171, 165], [125, 117, 174], [99, 137, 165]]","[[99, 137, 165], [100, 171, 165], [125, 117, 174], [125, 156, 177], [212, 130, 168]]"
"['princess', 'celestia']","[(251, 233, 149), (136, 235, 181), (81, 195, 229), (253, 248, 254), (246, 161, 255)]","[[235, 123, 171], [219, 87, 145], [188, 106, 102], [250, 131, 126], [198, 174, 94]]","[[188, 106, 102], [198, 174, 94], [219, 87, 145], [235, 123, 171], [250, 131, 126]]"
